CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
10739650125682,2014-2015,10,73965,0125682,Fresno,Central Unified,Pathway Elementary Community Day,Unified School District,District Community Day Schools,Community Day School,,0,,,0,K,6,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1
10739651030386,2014-2015,10,73965,1030386,Fresno,Central Unified,Central Unified Alternative/Opportunity,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,233.0,87.0,0.373390557939914,89.0,0.381974248927039,154.0,57.0,0.37012987012987,59.0,0.383116883116883,1
10739651030626,2014-2015,10,73965,1030626,Fresno,Central Unified,Central High East Campus,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2,0,,,0,9,12,4160.0,1923.0,0.462259615384615,2130.0,0.512019230769231,4039.0,1867.0,0.462243129487497,2072.0,0.512998266897747,1
10739651035112,2014-2015,10,73965,1035112,Fresno,Central Unified,Pershing Continuation High,Unified School District,Continuation High Schools,Continuation School,Breakfast Provision 2,0,,,0,9,12,125.0,86.0,0.688,96.0,0.768,117.0,78.0,0.666666666666667,88.0,0.752136752136752,1
10739656005789,2014-2015,10,73965,6005789,Fresno,Central Unified,Biola-Pershing Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,213.0,173.0,0.812206572769953,179.0,0.84037558685446,209.0,170.0,0.813397129186603,176.0,0.842105263157895,1
10739656006654,2014-2015,10,73965,6006654,Fresno,Central Unified,Herndon-Barstow Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,578.0,220.0,0.380622837370242,285.0,0.493079584775087,565.0,215.0,0.380530973451327,280.0,0.495575221238938,1
10739656006662,2014-2015,10,73965,6006662,Fresno,Central Unified,Houghton-Kearney Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,8,228.0,130.0,0.570175438596491,144.0,0.631578947368421,224.0,129.0,0.575892857142857,143.0,0.638392857142857,1
10739656006910,2014-2015,10,73965,6006910,Fresno,Central Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,794.0,643.0,0.809823677581864,676.0,0.851385390428212,779.0,635.0,0.815147625160462,667.0,0.856225930680359,1
10739656006936,2014-2015,10,73965,6006936,Fresno,Central Unified,El Capitan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,7,8,662.0,444.0,0.670694864048338,490.0,0.740181268882175,662.0,444.0,0.670694864048338,490.0,0.740181268882175,1
10739656006944,2014-2015,10,73965,6006944,Fresno,Central Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,932.0,623.0,0.668454935622318,701.0,0.752145922746781,915.0,610.0,0.666666666666667,688.0,0.751912568306011,1
10739656006951,2014-2015,10,73965,6006951,Fresno,Central Unified,Roosevelt Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,522.0,403.0,0.772030651340996,418.0,0.800766283524904,507.0,388.0,0.765285996055227,403.0,0.794871794871795,1
10739656007389,2014-2015,10,73965,6007389,Fresno,Central Unified,Teague Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,773.0,605.0,0.782664941785252,648.0,0.838292367399741,759.0,593.0,0.78129117259552,636.0,0.837944664031621,1
10739656112023,2014-2015,10,73965,6112023,Fresno,Central Unified,William Saroyan Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,715.0,296.0,0.413986013986014,323.0,0.451748251748252,707.0,293.0,0.414427157001414,320.0,0.452616690240453,1
10739656112775,2014-2015,10,73965,6112775,Fresno,Central Unified,John Steinbeck Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,757.0,538.0,0.710700132100396,601.0,0.793923381770145,743.0,528.0,0.710632570659489,591.0,0.795423956931359,1
10739656115521,2014-2015,10,73965,6115521,Fresno,Central Unified,Norman Liddell Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,673.0,211.0,0.313521545319465,253.0,0.37592867756315,653.0,206.0,0.315467075038285,246.0,0.376722817764165,1
10739656120521,2014-2015,10,73965,6120521,Fresno,Central Unified,River Bluff Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,0,,,0,K,6,918.0,275.0,0.299564270152505,319.0,0.347494553376906,902.0,271.0,0.300443458980044,314.0,0.348115299334812,1
10739656120539,2014-2015,10,73965,6120539,Fresno,Central Unified,Rio Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,0,,,0,7,8,833.0,244.0,0.292917166866747,295.0,0.354141656662665,833.0,244.0,0.292917166866747,295.0,0.354141656662665,1
10739990123596,2014-2015,10,73999,0123596,Fresno,Kerman Unified,Goldenrod Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,929.0,756.0,0.813778256189451,867.0,0.933261571582347,911.0,743.0,0.815587266739846,851.0,0.934138309549945,1
10751270129163,2014-2015,10,75127,0129163,Fresno,Mendota Unified,Mendota Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,747.0,715.0,0.957161981258367,730.0,0.977242302543507,730.0,698.0,0.956164383561644,713.0,0.976712328767123,1
10751276006985,2014-2015,10,75127,6006985,Fresno,Mendota Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,1,377.0,359.0,0.952254641909814,359.0,0.952254641909814,354.0,336.0,0.949152542372881,336.0,0.949152542372881,1
10752341030352,2014-2015,10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,0,,,0,9,12,22.0,17.0,0.772727272727273,19.0,0.863636363636364,11.0,10.0,0.909090909090909,11.0,1.0,1
10752341037456,2014-2015,10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,452.0,334.0,0.738938053097345,372.0,0.823008849557522,423.0,313.0,0.739952718676123,349.0,0.825059101654846,1
10752346005805,2014-2015,10,75234,6005805,Fresno,Golden Plains Unified,Cantua Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,201.0,166.0,0.825870646766169,183.0,0.91044776119403,201.0,166.0,0.825870646766169,183.0,0.91044776119403,1
10752346006647,2014-2015,10,75234,6006647,Fresno,Golden Plains Unified,Helm Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,109.0,71.0,0.651376146788991,98.0,0.899082568807339,109.0,71.0,0.651376146788991,98.0,0.899082568807339,1
10752346007223,2014-2015,10,75234,6007223,Fresno,Golden Plains Unified,San Joaquin Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,797.0,616.0,0.772898368883312,703.0,0.882057716436637,788.0,613.0,0.777918781725888,700.0,0.888324873096447,1
10752750124123,2014-2015,10,75275,0124123,Fresno,Sierra Unified,Sierra Junior High,Unified School District,Junior High Schools (Public),Traditional,,0,,,0,7,8,159.0,62.0,0.389937106918239,75.0,0.471698113207547,159.0,62.0,0.389937106918239,75.0,0.471698113207547,1
10752750124586,2014-2015,10,75275,0124586,Fresno,Sierra Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,615.0,269.0,0.43739837398374,309.0,0.502439024390244,607.0,265.0,0.436573311367381,304.0,0.500823723228995,1
10752751030139,2014-2015,10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Alternative Education Center,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,45.0,19.0,0.422222222222222,21.0,0.466666666666667,42.0,18.0,0.428571428571429,20.0,0.476190476190476,1
10752751030709,2014-2015,10,75275,1030709,Fresno,Sierra Unified,Oak Meadow Community Day,Unified School District,District Community Day Schools,Community Day School,,0,,,0,4,8,4.0,3.0,0.75,3.0,0.75,4.0,3.0,0.75,3.0,0.75,1
10752751036938,2014-2015,10,75275,1036938,Fresno,Sierra Unified,Sierra High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,474.0,121.0,0.255274261603376,151.0,0.318565400843882,445.0,117.0,0.262921348314607,144.0,0.323595505617978,1
10752756096853,2014-2015,10,75275,6096853,Fresno,Sierra Unified,Pole Corral Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,4.0,3.0,0.75,3.0,0.75,4.0,3.0,0.75,3.0,0.75,1
10752756112544,2014-2015,10,75275,6112544,Fresno,Sierra Unified,Lodge Pole Elementary (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,8,8.0,2.0,0.25,2.0,0.25,8.0,2.0,0.25,2.0,0.25,1
10754081030253,2014-2015,10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,9.0,5.0,0.555555555555556,6.0,0.666666666666667,8.0,5.0,0.625,6.0,0.75,1
10754081035575,2014-2015,10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,560.0,390.0,0.696428571428571,460.0,0.821428571428571,532.0,372.0,0.699248120300752,438.0,0.823308270676692,1
10754086007082,2014-2015,10,75408,6007082,Fresno,Riverdale Joint Unified,Riverdale Elementary,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,4,8,541.0,415.0,0.767097966728281,456.0,0.842883548983364,541.0,415.0,0.767097966728281,456.0,0.842883548983364,1
10754086007090,2014-2015,10,75408,6007090,Fresno,Riverdale Joint Unified,Fipps Primary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,3,509.0,411.0,0.807465618860511,456.0,0.895874263261297,493.0,397.0,0.8052738336714,442.0,0.896551724137931,1
10755981030535,2014-2015,10,75598,1030535,Fresno,Caruthers Unified,Caruthers High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,575.0,450.0,0.782608695652174,503.0,0.874782608695652,548.0,428.0,0.781021897810219,479.0,0.874087591240876,1
10755981030543,2014-2015,10,75598,1030543,Fresno,Caruthers Unified,MARC High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,17.0,15.0,0.882352941176471,16.0,0.941176470588235,15.0,13.0,0.866666666666667,14.0,0.933333333333333,1
10755986005813,2014-2015,10,75598,6005813,Fresno,Caruthers Unified,Caruthers Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,836.0,708.0,0.84688995215311,749.0,0.895933014354067,822.0,696.0,0.846715328467153,737.0,0.896593673965937,1
10767780122473,2014-2015,10,76778,0122473,Fresno,Washington Unified,Elm High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,9,12,128.0,108.0,0.84375,110.0,0.859375,91.0,76.0,0.835164835164835,78.0,0.857142857142857,1
10767781030774,2014-2015,10,76778,1030774,Fresno,Washington Unified,W. E. B. DuBois Public Charter,Unified School District,K-12 Schools (Public),Traditional,Lunch Provision 2,1,0270,Directly funded,1,K,12,372.0,363.0,0.975806451612903,367.0,0.986559139784946,308.0,299.0,0.970779220779221,303.0,0.983766233766234,1
10767781038306,2014-2015,10,76778,1038306,Fresno,Washington Unified,Washington High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,1026.0,799.0,0.778752436647174,872.0,0.84990253411306,961.0,746.0,0.77627471383975,818.0,0.851196670135276,1
10767786005748,2014-2015,10,76778,6005748,Fresno,Washington Unified,American Union Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,323.0,221.0,0.684210526315789,244.0,0.755417956656347,323.0,221.0,0.684210526315789,244.0,0.755417956656347,1
11101160124909,2014-2015,11,10116,0124909,Glenn,Glenn County Office of Education,Walden Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,1,1350,Directly funded,1,K,8,164.0,30.0,0.182926829268293,30.0,0.182926829268293,162.0,30.0,0.185185185185185,30.0,0.185185185185185,1
11101160130724,2014-2015,11,10116,0130724,Glenn,Glenn County Office of Education,Success One!,County Office of Education (COE),High Schools (Public),Traditional,,1,1666,Locally funded,0,9,12,53.0,30.0,0.566037735849057,35.0,0.660377358490566,,,,,,1
11101160130807,2014-2015,11,10116,0130807,Glenn,Glenn County Office of Education,Conservation Corps of Long Beach Gateway Cities Charter,County Office of Education (COE),High Schools (Public),Traditional,,1,1676,Locally funded,1,9,12,83.0,79.0,0.951807228915663,81.0,0.975903614457831,,,,,,1
11101161130087,2014-2015,11,10116,1130087,Glenn,Glenn County Office of Education,Glenn County Juvenile Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,7,12,10.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,10.0,1.0,1
11101161130103,2014-2015,11,10116,1130103,Glenn,Glenn County Office of Education,William Finch,County Office of Education (COE),County Community,County Community School,,1,0634,Locally funded,0,K,12,72.0,27.0,0.375,45.0,0.625,67.0,24.0,0.358208955223881,41.0,0.611940298507463,1
11101166077184,2014-2015,11,10116,6077184,Glenn,Glenn County Office of Education,Glenn County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,56.0,36.0,0.642857142857143,48.0,0.857142857142857,42.0,26.0,0.619047619047619,36.0,0.857142857142857,1
11625546007439,2014-2015,11,62554,6007439,Glenn,Capay Joint Union Elementary,Capay Joint Union Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,201.0,85.0,0.422885572139304,104.0,0.517412935323383,201.0,85.0,0.422885572139304,104.0,0.517412935323383,1
11626386007504,2014-2015,11,62638,6007504,Glenn,Plaza Elementary,Plaza Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,160.0,35.0,0.21875,49.0,0.30625,160.0,35.0,0.21875,49.0,0.30625,1
11765621130053,2014-2015,11,76562,1130053,Glenn,Hamilton Unified,Ella Barkley High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,10,12,9.0,6.0,0.666666666666667,6.0,0.666666666666667,7.0,5.0,0.714285714285714,5.0,0.714285714285714,1
11765621130111,2014-2015,11,76562,1130111,Glenn,Hamilton Unified,Hamilton Community Day,Unified School District,District Community Day Schools,Community Day School,,0,,,0,7,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11765621133701,2014-2015,11,76562,1133701,Glenn,Hamilton Unified,Hamilton High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,293.0,129.0,0.440273037542662,189.0,0.645051194539249,287.0,128.0,0.445993031358885,185.0,0.644599303135889,1
11765626007447,2014-2015,11,76562,6007447,Glenn,Hamilton Unified,Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,416.0,276.0,0.663461538461538,383.0,0.920673076923077,411.0,272.0,0.661800486618005,378.0,0.91970802919708,1
12101240106153,2014-2015,12,10124,0106153,Humboldt,Humboldt County Office of Education,Eel River Community,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,60.0,40.0,0.666666666666667,43.0,0.716666666666667,54.0,36.0,0.666666666666667,39.0,0.722222222222222,1
12101240106161,2014-2015,12,10124,0106161,Humboldt,Humboldt County Office of Education,Eureka Community,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,68.0,51.0,0.75,57.0,0.838235294117647,58.0,46.0,0.793103448275862,48.0,0.827586206896552,1
12101240106179,2014-2015,12,10124,0106179,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,12.0,3.0,0.25,7.0,0.583333333333333,8.0,2.0,0.25,6.0,0.75,1
12101240106195,2014-2015,12,10124,0106195,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,7,12,12.0,12.0,1.0,12.0,1.0,9.0,9.0,1.0,9.0,1.0,1
12101240106203,2014-2015,12,10124,0106203,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Juvenile Hall Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,P,12,23.0,23.0,1.0,23.0,1.0,23.0,23.0,1.0,23.0,1.0,1
12101240115097,2014-2015,12,10124,0115097,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,County Office of Education (COE),High Schools (Public),Traditional,,1,0930,Directly funded,1,9,12,139.0,47.0,0.338129496402878,47.0,0.338129496402878,135.0,47.0,0.348148148148148,47.0,0.348148148148148,1
12101246077192,2014-2015,12,10124,6077192,Humboldt,Humboldt County Office of Education,Glen Paul,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,95.0,24.0,0.252631578947368,30.0,0.315789473684211,77.0,23.0,0.298701298701299,29.0,0.376623376623377,1
12626790109975,2014-2015,12,62679,0109975,Humboldt,Arcata Elementary,Fuente Nueva Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,0744,Directly funded,1,K,6,112.0,24.0,0.214285714285714,39.0,0.348214285714286,109.0,23.0,0.211009174311927,38.0,0.348623853211009,1
12626790111708,2014-2015,12,62679,0111708,Humboldt,Arcata Elementary,Union Street Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,0769,Directly funded,1,K,5,100.0,8.0,0.08,9.0,0.09,100.0,8.0,0.08,9.0,0.09,1
12626790127266,2014-2015,12,62679,0127266,Humboldt,Arcata Elementary,Redwood Coast Montessori,Elementary School District,Elementary Schools (Public),Traditional,,1,1496,Directly funded,1,K,8,81.0,20.0,0.246913580246914,30.0,0.37037037037037,80.0,20.0,0.25,29.0,0.3625,1
12626796120562,2014-2015,12,62679,6120562,Humboldt,Arcata Elementary,Coastal Grove Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,0466,Directly funded,1,K,8,229.0,75.0,0.327510917030568,114.0,0.497816593886463,226.0,75.0,0.331858407079646,113.0,0.5,1
12626870107110,2014-2015,12,62687,0107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,High School District,High Schools (Public),Traditional,,1,0642,Locally funded,0,9,12,101.0,29.0,0.287128712871287,38.0,0.376237623762376,97.0,28.0,0.288659793814433,37.0,0.381443298969072,1
12626870124263,2014-2015,12,62687,0124263,Humboldt,Northern Humboldt Union High,Laurel Tree Charter,High School District,K-12 Schools (Public),Traditional,,1,1320,Directly funded,1,K,12,118.0,48.0,0.406779661016949,66.0,0.559322033898305,116.0,46.0,0.396551724137931,64.0,0.551724137931034,1
12626956007686,2014-2015,12,62695,6007686,Humboldt,Big Lagoon Union Elementary,Big Lagoon Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,40.0,28.0,0.7,32.0,0.8,40.0,28.0,0.7,32.0,0.8,1
12627296007710,2014-2015,12,62729,6007710,Humboldt,Bridgeville Elementary,Bridgeville Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,0,,,0,K,8,35.0,19.0,0.542857142857143,22.0,0.628571428571429,35.0,19.0,0.542857142857143,22.0,0.628571428571429,1
12627376007728,2014-2015,12,62737,6007728,Humboldt,Cuddeback Union Elementary,Cuddeback Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,123.0,40.0,0.32520325203252,53.0,0.430894308943089,122.0,40.0,0.327868852459016,52.0,0.426229508196721,1
12628100108688,2014-2015,12,62810,0108688,Humboldt,Fortuna Union High,Academy of the Redwoods,High School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,9,12,174.0,43.0,0.247126436781609,64.0,0.367816091954023,171.0,43.0,0.251461988304094,64.0,0.374269005847953,1
12628101233352,2014-2015,12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),High School District,Continuation High Schools,Continuation School,,0,,,0,10,12,67.0,34.0,0.507462686567164,44.0,0.656716417910448,54.0,29.0,0.537037037037037,38.0,0.703703703703704,1
12628101233402,2014-2015,12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,High School District,High Schools (Public),Traditional,,0,,,0,9,12,825.0,315.0,0.381818181818182,396.0,0.48,814.0,308.0,0.378378378378378,388.0,0.476658476658477,1
12628286007884,2014-2015,12,62828,6007884,Humboldt,Freshwater Elementary,Freshwater Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,283.0,57.0,0.201413427561837,78.0,0.275618374558304,277.0,56.0,0.202166064981949,77.0,0.277978339350181,1
12628286116289,2014-2015,12,62828,6116289,Humboldt,Freshwater Elementary,Freshwater Charter Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,1,0173,Locally funded,0,7,8,53.0,6.0,0.113207547169811,9.0,0.169811320754717,53.0,6.0,0.113207547169811,9.0,0.169811320754717,1
12628366007892,2014-2015,12,62836,6007892,Humboldt,Garfield Elementary,Garfield Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,6,58.0,10.0,0.172413793103448,12.0,0.206896551724138,57.0,10.0,0.175438596491228,12.0,0.210526315789474,1
12628936007959,2014-2015,12,62893,6007959,Humboldt,Jacoby Creek Elementary,Jacoby Creek,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,1,00D8,Locally funded,0,K,8,427.0,63.0,0.147540983606557,74.0,0.173302107728337,422.0,62.0,0.146919431279621,73.0,0.172985781990521,1
12629010118182,2014-2015,12,62901,0118182,Humboldt,Klamath-Trinity Joint Unified,River's Edge Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,0,,,0,K,8,12.0,12.0,1.0,12.0,1.0,12.0,12.0,1.0,12.0,1.0,1
12629010118190,2014-2015,12,62901,0118190,Humboldt,Klamath-Trinity Joint Unified,Two Rivers Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,0,,,0,8,12,10.0,8.0,0.8,8.0,0.8,10.0,8.0,0.8,8.0,0.8,1
12629011230028,2014-2015,12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,Unified School District,Continuation High Schools,Continuation School,Provision 2,0,,,0,9,12,34.0,22.0,0.647058823529412,22.0,0.647058823529412,28.0,18.0,0.642857142857143,18.0,0.642857142857143,1
12629011234004,2014-2015,12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,Unified School District,High Schools (Public),Traditional,Provision 2,0,,,0,9,12,249.0,147.0,0.590361445783133,195.0,0.783132530120482,246.0,145.0,0.589430894308943,193.0,0.784552845528455,1
12629016007967,2014-2015,12,62901,6007967,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,424.0,321.0,0.757075471698113,372.0,0.877358490566038,424.0,321.0,0.757075471698113,372.0,0.877358490566038,1
12629016007975,2014-2015,12,62901,6007975,Humboldt,Klamath-Trinity Joint Unified,Orleans Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,61.0,37.0,0.60655737704918,51.0,0.836065573770492,61.0,37.0,0.60655737704918,51.0,0.836065573770492,1
12629016007983,2014-2015,12,62901,6007983,Humboldt,Klamath-Trinity Joint Unified,Jack Norton Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,29.0,29.0,1.0,29.0,1.0,29.0,29.0,1.0,29.0,1.0,1
12629016007991,2014-2015,12,62901,6007991,Humboldt,Klamath-Trinity Joint Unified,Trinity Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,192.0,178.0,0.927083333333333,182.0,0.947916666666667,192.0,178.0,0.927083333333333,182.0,0.947916666666667,1
12629016008007,2014-2015,12,62901,6008007,Humboldt,Klamath-Trinity Joint Unified,Weitchpec Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,8,14.0,14.0,1.0,14.0,1.0,14.0,14.0,1.0,14.0,1.0,1
12629271230150,2014-2015,12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,Elementary School District,K-12 Schools (Public),Traditional,,1,0277,Directly funded,1,K,12,99.0,71.0,0.717171717171717,84.0,0.848484848484849,95.0,67.0,0.705263157894737,80.0,0.842105263157895,1
12629276008023,2014-2015,12,62927,6008023,Humboldt,Loleta Union Elementary,Loleta Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,0,,,0,K,8,128.0,113.0,0.8828125,121.0,0.9453125,126.0,111.0,0.880952380952381,119.0,0.944444444444444,1
12629506008056,2014-2015,12,62950,6008056,Humboldt,McKinleyville Union Elementary,Dows Prairie Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,420.0,191.0,0.454761904761905,234.0,0.557142857142857,400.0,184.0,0.46,224.0,0.56,1
12629506008064,2014-2015,12,62950,6008064,Humboldt,McKinleyville Union Elementary,McKinleyville Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,354.0,141.0,0.398305084745763,164.0,0.463276836158192,354.0,141.0,0.398305084745763,164.0,0.463276836158192,1
12629506008072,2014-2015,12,62950,6008072,Humboldt,McKinleyville Union Elementary,Morris Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,367.0,157.0,0.427792915531335,195.0,0.53133514986376,367.0,157.0,0.427792915531335,195.0,0.53133514986376,1
12629686008080,2014-2015,12,62968,6008080,Humboldt,Orick Elementary,Orick Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,13.0,13.0,1.0,13.0,1.0,12.0,12.0,1.0,12.0,1.0,1
12629760115154,2014-2015,12,62976,0115154,Humboldt,Pacific Union Elementary,Trillium Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,0891,Locally funded,1,K,5,45.0,34.0,0.755555555555556,36.0,0.8,45.0,34.0,0.755555555555556,36.0,0.8,1
12630086008114,2014-2015,12,63008,6008114,Humboldt,Rio Dell Elementary,Eagle Prairie Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,223.0,140.0,0.62780269058296,174.0,0.780269058295964,214.0,135.0,0.630841121495327,169.0,0.789719626168224,1
12630086008122,2014-2015,12,63008,6008122,Humboldt,Rio Dell Elementary,Monument Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,108.0,64.0,0.592592592592593,81.0,0.75,108.0,64.0,0.592592592592593,81.0,0.75,1
12630320111203,2014-2015,12,63032,0111203,Humboldt,South Bay Union Elementary,Alder Grove Charter,Elementary School District,K-12 Schools (Public),Traditional,,1,0760,Directly funded,1,K,12,339.0,147.0,0.433628318584071,225.0,0.663716814159292,328.0,139.0,0.423780487804878,215.0,0.655487804878049,1
12630320124289,2014-2015,12,63032,0124289,Humboldt,South Bay Union Elementary,South Bay Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,1303,Locally funded,0,K,8,85.0,38.0,0.447058823529412,53.0,0.623529411764706,85.0,38.0,0.447058823529412,53.0,0.623529411764706,1
