CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
07617886004568,0630600,04751,Active,Contra Costa,Pittsburg Unified,Parkside Elementary,985 West 17th Street,985 West 17th St.,Pittsburg,94565-3716,CA,985 West 17th Street,985 West 17th St.,Pittsburg,94565-3716,CA,(925) 473-2420,,www.pittsburg.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.022918,-121.89965,Jeff,Varner,jvarner@pittsburg.k12.ca.us,,,,,,,2015-06-18
07617886004576,0630600,04753,Active,Contra Costa,Pittsburg Unified,Willow Cove Elementary,1880 Hanlon Way,1880 Hanlon Way,Pittsburg,94565-3835,CA,1880 Hanlon Way,1880 Hanlon Way,Pittsburg,94565-3835,CA,(925) 473-2470,,www.pittsburg.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.023106,-121.92675,Catherine,Bojorquez,cbojorquez@pittsburg.k12.ca.us,,,,,,,2015-08-07
07617886061162,0630600,04749,Active,Contra Costa,Pittsburg Unified,Hillview Junior High,333 Yosemite Drive,333 Yosemite Dr.,Pittsburg,94565-5285,CA,333 Yosemite Drive,333 Yosemite Dr.,Pittsburg,94565-5285,CA,(925) 473-2380,,www.pittsburg.k12.ca.us,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,38.002377,-121.88838,Maria,Gonzalez,mariagonzalez@pittsburg.k12.ca.us,,,,,,,2015-08-07
07617886084966,0630600,04743,Active,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,2301 Range Road,2301 Range Rd.,Pittsburg,94565-5495,CA,2301 Range Road,2301 Range Rd.,Pittsburg,94565-5495,CA,(925) 473-2480,,www.pittsburg.k12.ca.us,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,38.015377,-121.91324,Eric,Peyko,epeyko@pittsburg.k12.ca.us,,,,,,,2015-06-18
07617886098578,0630600,04746,Active,Contra Costa,Pittsburg Unified,Foothill Elementary,1200 Jensen Drive,1200 Jensen Dr.,Pittsburg,94565-6399,CA,1200 Jensen Drive,1200 Jensen Dr.,Pittsburg,94565-6399,CA,(925) 473-2450,,www.pittsburg.k12.ca.us,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.996002,-121.87525,Nina,Crossland,ecrossland@pittsburg.k12.ca.us,,,,,,,2015-06-18
07617886109383,0630600,09995,Active,Contra Costa,Pittsburg Unified,Stoneman Elementary,2929 Loveridge Road,2929 Loveridge Rd.,Pittsburg,94565-5132,CA,2929 Loveridge Road,2929 Loveridge Rd.,Pittsburg,94565-5132,CA,(925) 473-2430,,www.pittsburg.k12.ca.us,1990-07-20,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,38.006603,-121.87132,Terrance,Dunn,tdunn@pittsburg.k12.ca.us,,,,,,,2016-08-19
07617960101477,0632550,11225,Active,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,880 Bissell Avenue,880 Bissell Ave.,Richmond,94801-2411,CA,1404 Franklin Street Suite 300,1404 Franklin St. Ste. 300,Oakland,94612-3544,CA,(510) 235-4522,,www.leadps.org,2003-08-25,,1,0557,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.934059,-122.3611,Shawn,Benjamin,sbenjamin@leadps.org,,,,,,,2015-09-25
07617960110973,0632550,11576,Active,Contra Costa,West Contra Costa Unified,Richmond College Preparatory,214 South 11th Street,214 South 11th St.,Richmond,94804-2474,CA,PO Box 2814,PO Box 2814,Richmond,94802-2814,CA,(510) 235-2066,,www.rcpschools.org/,2006-09-07,,1,0755,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.929277,-122.35899,Allie,Welch,awelch@rcpschools.org,,,,,,,2015-09-25
07617960126805,0632550,13164,Active,Contra Costa,West Contra Costa Unified,Richmond Charter Academy,1450 Marina Way South,1450 Marina Way South,Richmond,94804-1718,CA,1450 Marina Way South,1450 Marina Way South,Richmond,94804-1718,CA,(510) 235-2465,,www.amethodschools.org,2012-08-22,,1,1441,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.911383,-122.35594,Jeff,Clinton,jclinton@amethodschools.org,,,,,,,2016-08-17
07617960129643,0632550,13753,Active,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,777 Sonoma Street,777 Sonoma St.,Richmond,94805-1534,CA,777 Sonoma Street,777 Sonoma St.,Richmond,94805-1534,CA,(510) 235-2465,,www.amethodschools.org,2014-08-27,,1,1660,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.945277,-122.32084,Rocio,Gonzalez,rgonzalez@amethodschools.org,,,,,,,2016-01-27
07617960730325,0632550,10198,Active,Contra Costa,West Contra Costa Unified,Vista High (Alternative),2625 Barnard Road,2625 Barnard Rd.,San Pablo,94806-2703,CA,2625 Barnard Road,2625 Barnard Rd.,San Pablo,94806-2703,CA,(510) 231-1431,,www.wccusd.net,1991-09-01,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,K-12,7-12,P,0,37.968325,-122.32609,Sylvia,Greenwood,sgreenwood@wccusd.net,,,,,,,2015-09-16
07617966118368,0632550,08692,Active,Contra Costa,West Contra Costa Unified,Manzanita Middle,3200 Barrett Ave,3200 Barrett Ave,Richmond,94804-1718,CA,3200 Barrett Ave,3200 Barrett Ave,Richmond,94804-1718,CA,(510) 222-3500,,www.manzy.org,2000-09-06,,1,0333,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.936715,-122.33776,Colleen,Thomas,thomas@manzy.org,Jim,Trombley,trombley@manzy.org,,,,2016-07-21
07618040102566,0635130,10758,Active,Contra Costa,San Ramon Valley Unified,Hidden Hills Elementary,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582-2803,CA,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582-2803,CA,(925) 479-3800,,www.hhes.srvusd.net,2004-08-26,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.764172,-121.89321,Melodie,Stibich,mstibich@srvusd.net,,,,,,,2015-06-18
07618040108324,0635130,10759,Active,Contra Costa,San Ramon Valley Unified,Windemere Ranch Middle,11611 East Branch Parkway,11611 East Branch Pkwy.,San Ramon,94582-5805,CA,12995 Harcourt Way,12995 Harcourt Way,San Ramon,94582,CA,(925) 479-7400,,www.wrms.srvusd.net,2005-08-29,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.75202,-121.90566,David,Bolin,dbolin@srvusd.net,,,,,,,2015-06-18
07618040109173,0635130,10760,Active,Contra Costa,San Ramon Valley Unified,Quail Run Elementary,4000 Goldenbay Avenue,4000 Goldenbay Ave.,San Ramon,94582-5814,CA,4000 Goldenbay Avenue,4000 Goldenbay Ave.,San Ramon,94582-5814,CA,(925) 560-4000,,www.qres.srvusd.net,2005-08-29,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.761467,-121.91166,Mimi,Quan,mquan@srvusd.net,,,,,,,2015-06-18
07618040113118,0635130,11990,Active,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,10550 Albion Road,10550 Albion Rd.,San Ramon,94582-2901,CA,10550 Albion Road,10550 Albion Rd.,San Ramon,94582-2901,CA,(925) 479-6400,,www.srvusd.net,2007-08-27,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.767646,-121.90229,Danny,Hillman,dhillman@srvusd.net,,,,,,,2015-06-18
07618040113589,0635130,11880,Active,Contra Costa,San Ramon Valley Unified,Live Oak Elementary,5151 Sherwood Way,5151 Sherwood Way,San Ramon,94582-5961,CA,5151 Sherwood Way,5151 Sherwood Way,San Ramon,94582-5961,CA,(925) 803-3100,,www.srvusd.net,2007-08-27,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.7535,-121.8962,Nadine,Rosenzweig,nrosenzweig@srvusd.net,,,,,,,2015-06-18
07618040116541,0635130,12300,Active,Contra Costa,San Ramon Valley Unified,Gale Ranch Middle,6400 Main Branch Road,6400 Main Branch Rd.,San Ramon,94582-5825,CA,6400 Main Branch Road,6400 Main Branch Rd.,San Ramon,94582-5825,CA,(925) 479-1500,,www.srvusd.k12.ca.us,2008-08-25,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.76919,-121.91042,Susan,Goldman,sgoldman@srvusd.net,,,,,,,2015-06-18
07618040119032,0635130,12242,Active,Contra Costa,San Ramon Valley Unified,Creekside Elementary,6011 Massara Street,6011 Massara St.,Danville,94506-5004,CA,6011 Massara Street,6011 Massara St.,Danville,94506-5004,CA,(925) 314-2000,,www.srvusd.k12.ca.us,2009-08-25,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.79285,-121.88151,Aaron,Tarzian,atarzian@srvusd.net,,,,,,,2015-06-18
07618040730051,0635130,05943,Active,Contra Costa,San Ramon Valley Unified,California High,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,9870 Broadmoor Drive,9870 Broadmoor Dr.,San Ramon,94583-2942,CA,(925) 803-3200,,www.chs.srvusd.net,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.747296,-121.94758,Sarah,Cranford,scranford@srvusd.net,,,,,,,2015-09-10
07618040730218,0635130,08976,Active,Contra Costa,San Ramon Valley Unified,Venture (Alternative),10540 Albion Road,10540 Albion Rd.,San Ramon,94582-2901,CA,10540 Albion Road,10540 Albion Rd.,San Ramon,94582-2901,CA,(925) 479-1200,,www.venture.srvusd.net,1980-07-01,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,2-12,N,0,37.767191,-121.90383,Matthew,Chamberlain,mcchamberlain@srvusd.net,,,,,,,2015-06-18
07618040734368,0635130,05952,Active,Contra Costa,San Ramon Valley Unified,Monte Vista High,3131 Stone Valley Road,3131 Stone Valley Rd.,Danville,94526-1129,CA,3131 Stone Valley Road,3131 Stone Valley Rd.,Danville,94526-1129,CA,(925) 552-2800,,www.mvhigh.net,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.844787,-121.98231,Kevin,Ahern,kahern@srvusd.net,,,,,,,2015-09-10
07618040736504,0635130,05957,Active,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,501 Danville Boulevard,501 Danville Blvd.,Danville,94526-2404,CA,501 Danville Boulevard,501 Danville Blvd.,Danville,94526-2404,CA,(925) 552-3000,,www.srvhs.srvusd.net,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.826715,-122.00532,Ruth,Steele,rsteele@srvusd.net,,,,,,,2015-06-18
07618040736819,0635130,05946,Active,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),189 Del Amigo Road,189 Del Amigo Rd.,Danville,94526-2399,CA,189 Del Amigo Road,189 Del Amigo Rd.,Danville,94526-2399,CA,(925) 855-2600,,www.dahs.srvusd.net,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,7-12,10-12,N,0,37.826927,-122.01086,Amy,Gillespie-Oss,aoss@srvusd.net,,,,,,,2015-09-10
07618046005060,0635130,05942,Active,Contra Costa,San Ramon Valley Unified,Alamo Elementary,100 Wilson Road,100 Wilson Rd.,Alamo,94507-1253,CA,100 Wilson Road,100 Wilson Rd.,Alamo,94507-1253,CA,(925) 855-4800,,www.aes.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.867494,-122.03093,Stan,Hitomi,shitomi@srvusd.net,,,,,,,2015-06-18
07618046005078,0635130,05944,Active,Contra Costa,San Ramon Valley Unified,Charlotte Wood Middle,600 El Capitan Drive,600 El Capitan Dr.,Danville,94526-5000,CA,600 El Capitan Drive,600 El Capitan Dr.,Danville,94526-5000,CA,(925) 855-4400,,www.cwms.srvusd.net,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.800814,-121.9769,Christopher,George,cgeorge@srvusd.net,,,,,,,2015-06-18
07618046005086,0635130,05945,Active,Contra Costa,San Ramon Valley Unified,Country Club Elementary,7534 Blue Fox Way,7534 Blue Fox Way,San Ramon,94583-3721,CA,7534 Blue Fox Way,7534 Blue Fox Way,San Ramon,94583-3721,CA,(925) 479-6000,,www.cces.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.728137,-121.93992,Christy,Glaser,cglaser@srvusd.net,,,,,,,2015-06-18
07618046005094,0635130,05947,Active,Contra Costa,San Ramon Valley Unified,Green Valley Elementary,1001 Diablo Road,1001 Diablo Rd.,Danville,94526-1923,CA,1001 Diablo Road,1001 Diablo Rd.,Danville,94526-1923,CA,(925) 855-5400,,www.gves.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.833686,-121.9805,Donna,Grim,dgrim@srvusd.net,,,,,,,2015-06-18
07618046005102,0635130,05949,Active,Contra Costa,San Ramon Valley Unified,John Baldwin Elementary,741 Brookside Drive,741 Brookside Dr.,Danville,94526-4201,CA,741 Brookside Drive,741 Brookside Dr.,Danville,94526-4201,CA,(925) 855-5200,,www.jbes.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.807689,-121.98445,Darlene,Hale,dhale@srvusd.net,,,,,,,2015-06-18
07618046005110,0635130,05950,Active,Contra Costa,San Ramon Valley Unified,Los Cerros Middle,968 Blemer Road,968 Blemer Rd.,Danville,94526-1502,CA,968 Blemer Road,968 Blemer Rd.,Danville,94526-1502,CA,(925) 855-6800,,www.lcms.srvusd.net,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.837695,-121.98109,Evan,Powell,epowell@srvusd.net,,,,,,,2015-09-10
07618046005128,0635130,05951,Active,Contra Costa,San Ramon Valley Unified,Montair Elementary,300 Quinterra Lane,300 Quinterra Ln.,Danville,94526-3239,CA,300 Quinterra Lane,300 Quinterra Ln.,Danville,94526-3239,CA,(925) 855-5100,,www.mes.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.818735,-122.00394,Adam,Welcome,awelcome@srvusd.net,,,,,,,2015-09-10
07618046005136,0635130,05956,Active,Contra Costa,San Ramon Valley Unified,Rancho Romero Elementary,180 Hemme Avenue,180 Hemme Ave.,Alamo,94507-2144,CA,180 Hemme Avenue,180 Hemme Ave.,Alamo,94507-2144,CA,(925) 855-5700,,www.rres.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.839924,-122.0279,Skye,Larsh,slarsh@srvusd.net,,,,,,,2015-06-18
07618046005144,0635130,05958,Active,Contra Costa,San Ramon Valley Unified,Stone Valley Middle,3001 Miranda Avenue,3001 Miranda Ave.,Alamo,94507-1646,CA,3001 Miranda Avenue,3001 Miranda Ave.,Alamo,94507-1646,CA,(925) 855-5800,,www.svms.srvusd.net,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.857262,-122.01954,Jon,Campopiano,jcampopiano@srvusd.net,,,,,,,2015-09-10
07618046005151,0635130,05960,Active,Contra Costa,San Ramon Valley Unified,Vista Grande Elementary,667 Diablo Road,667 Diablo Rd.,Danville,94526-2801,CA,667 Diablo Road,667 Diablo Rd.,Danville,94526-2801,CA,(925) 314-1000,,www.vges.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.825458,-121.98725,Patricia,Hansen,phansen@srvusd.net,,,,,,,2015-06-18
07618046066591,0635130,05954,Active,Contra Costa,San Ramon Valley Unified,Neil A. Armstrong Elementary,2849 Calais Drive,2849 Calais Dr.,San Ramon,94583-3116,CA,2849 Calais Drive,2849 Calais Dr.,San Ramon,94583-3116,CA,(925) 479-1600,,www.naes.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.740612,-121.9482,Lorna,Monteith,lmontei@srvusd.net,,,,,,,2015-06-18
07618046071039,0635130,05961,Active,Contra Costa,San Ramon Valley Unified,Walt Disney Elementary,3250 Pine Valley Road,3250 Pine Valley Rd.,San Ramon,94583-3651,CA,3250 Pine Valley Road,3250 Pine Valley Rd.,San Ramon,94583-3651,CA,(925) 479-3900,,www.des.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.741189,-121.93621,Curtis,Haar,chaar@srvusd.net,,,,,,,2015-06-18
07618046089130,0635130,05959,Active,Contra Costa,San Ramon Valley Unified,Twin Creeks Elementary,2785 Marsh Drive,2785 Marsh Dr.,San Ramon,94583-2049,CA,2785 Marsh Drive,2785 Marsh Dr.,San Ramon,94583-2049,CA,(925) 855-2900,,www.tces.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.767608,-121.98591,Shelli,Kravtiz,mkravit@srvusd.net,,,,,,,2015-09-10
07618046096036,0635130,05948,Active,Contra Costa,San Ramon Valley Unified,Greenbrook Elementary,1475 Harlan Drive,1475 Harlan Dr.,Danville,94526-5248,CA,1475 Harlan Drive,1475 Harlan Dr.,Danville,94526-5248,CA,(925) 855-5300,,www.ges.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.792138,-121.97378,Rhea,Murphy,rmurphy@srvusd.net,,,,,,,2015-06-18
07618046097158,0635130,05953,Active,Contra Costa,San Ramon Valley Unified,Montevideo Elementary,13000 Broadmoor Drive,13000 Broadmoor Dr.,San Ramon,94583-2555,CA,13000 Broadmoor Drive,13000 Broadmoor Dr.,San Ramon,94583-2555,CA,(925) 479-6100,,www.mves.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.754986,-121.95117,Tasha,Snow,tsnow@srvusd.net,,,,,,,2015-06-18
07618046097166,0635130,05955,Active,Contra Costa,San Ramon Valley Unified,Pine Valley Middle,3000 Pine Valley Road,3000 Pine Valley Rd.,San Ramon,94583-3324,CA,3000 Pine Valley Road,3000 Pine Valley Rd.,San Ramon,94583-3324,CA,(925) 479-7700,,www.pvms.srvusd.net,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.738778,-121.94351,Jason,Law,jlaw@srvusd.net,,,,,,,2015-06-18
07618046100952,0635130,07356,Active,Contra Costa,San Ramon Valley Unified,Bollinger Canyon Elementary,2300 Talavera Drive,2300 Talavera Dr.,San Ramon,94583-2200,CA,2300 Talavera Drive,2300 Talavera Dr.,San Ramon,94583-2200,CA,(925) 242-3200,,www.bes.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.760624,-121.97025,Shawn,Wells,swells@srvusd.net,,,,,,,2015-06-18
07618046108161,0635130,09631,Active,Contra Costa,San Ramon Valley Unified,Golden View Elementary,5025 Canyon Crest Drive,5025 Canyon Crest Dr.,San Ramon,94582-4848,CA,5025 Canyon Crest Drive,5025 Canyon Crest Dr.,San Ramon,94582-4848,CA,(925) 855-2700,,www.gvies.srvusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.78704,-121.94305,Christine,Huajardo,chuajardo@srvusd.net,,,,,,,2015-06-18
07618046110449,0635130,00289,Active,Contra Costa,San Ramon Valley Unified,Sycamore Valley Elementary,2200 Holbrook Drive,2200 Holbrook Dr.,Danville,94506-4413,CA,2200 Holbrook Drive,2200 Holbrook Dr.,Danville,94506-4413,CA,(925) 736-0102,,www.ses.srvusd.net,1992-09-09,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.805825,-121.94494,Cher,Situm,csitum@srvusd.net,,,,,,,2015-06-18
07618046113336,0635130,05729,Active,Contra Costa,San Ramon Valley Unified,Iron Horse Middle,12601 Alcosta Boulevard,12601 Alcosta Blvd.,San Ramon,94583-9025,CA,12601 Alcosta Boulevard,12601 Alcosta Blvd.,San Ramon,94583-9025,CA,(925) 824-2820,,www.ims.srvusd.net,1996-09-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.770906,-121.95688,Joe,Nguyen,jnguyen@srvusd.net,,,,,,,2015-06-18
07618046114326,0635130,07082,Active,Contra Costa,San Ramon Valley Unified,Tassajara Hills Elementary,4675 Camino Tassajara Road,4675 Camino Tassajara Rd.,Danville,94506-5901,CA,4675 Camino Tassajara Road,4675 Camino Tassajara Rd.,Danville,94506-5901,CA,(925) 855-7800,,www.thes.srvusd.net,1997-09-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.799405,-121.87887,Ann,Dodson,adodson@srvusd.net,,,,,,,2015-06-18
07618046117451,0635130,08460,Active,Contra Costa,San Ramon Valley Unified,Diablo Vista Middle,4100 Camino Tassajara,4100 Camino Tassajara,Danville,94506-4700,CA,4100 Camino Tassajara,4100 Camino Tassajara,Danville,94506-4700,CA,(925) 855-7600,,www.dvms.srvusd.net,2000-09-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.799664,-121.89742,Becky,Ingram,ringram@srvusd.net,,,,,,,2015-06-18
07618046117485,0635130,08461,Active,Contra Costa,San Ramon Valley Unified,Coyote Creek Elementary,8700 North Gale Ridge Road,8700 North Gale Ridge Rd.,San Ramon,94582-5081,CA,8700 North Gale Ridge Road,8700 North Gale Ridge Rd.,San Ramon,94582-5081,CA,(925) 855-7300,,www.ckes.srvusd.net,2000-09-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.778119,-121.92806,Bill,Alpert,walpert@srvusd.net,,,,,,,2015-09-10
07768100125815,0601419,13136,Closed,Contra Costa,SBE - Synergy,Synergy Education Project,355 East Leland Road,355 East Leland Rd.,Pittsburg,94565-4911,CA,355 East Leland Road,355 East Leland Rd.,Pittsburg,94565-4911,CA,,,www.sepschool.net,2012-08-06,2016-01-22,1,1372,Directly funded,02,State Board of Education,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-11,N,0,38.011099,-121.88682,,,,,,,,,,2016-01-22
08100820106625,0691063,10762,Active,Del Norte,Del Norte County Office of Education,Elk Creek,1115 Williams Drive,1115 Williams Dr.,Crescent City,95531,CA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 464-0750,,www.delnorte.k12.ca.us,2004-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,7-12,8-12,N,0,41.764722,-124.19164,Robert,Parker,rdparker@delnorte.k12.ca.us,,,,,,,2016-05-17
08100820106666,0691063,10763,Active,Del Norte,Del Norte County Office of Education,Bar-O,15005 Highway 199,15005 Highway 199,Gasquet,95543,CA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 954-5601,,www.delnorte.k12.ca.us,2004-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,7-12,8-12,N,0,41.982874,-123.71893,Robert,Parker,rdparker@delnorte.k12.ca.us,,,,,,,2016-05-17
08100820109777,0691063,11577,Closed,Del Norte,Del Norte County Office of Education,Klamath River Early College of the Redwoods,510 E Washington Blvd,510 E Washington Blvd,Crescent City,95531,CA,510 E Washington Blvd,510 E Washington Blvd,Crescent City,95531,CA,,,www.klamathriverschool.org,2005-09-19,2014-12-19,1,0722,Directly funded,00,County Office of Education (COE),66,High Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,,41.772906,-124.19993,,,,,,,,,,2015-01-13
08100820114116,0691063,11883,Active,Del Norte,Del Norte County Office of Education,Uncharted Shores Academy,330 E Street,330 E St.,Crescent City,95531-8330,CA,330 E Street,330 E St.,Crescent City,95531-8330,CA,(707) 464-9828,,www.shoresacademy.com,2007-09-10,,1,0859,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,41.751307,-124.20117,Margie,Rouge,margierouge@shoresacademy.com,,,,,,,2015-06-18
08100820830042,0691063,08462,Active,Del Norte,Del Norte County Office of Education,Del Norte Community,400 West Harding Street,400 West Harding St.,Crescent City,95531-2137,CA,301 West Washington Boulevard,301 West Washington Blvd.,Crescent City,95531,CA,(707) 464-0750,,www.delnorte.k12.ca.us,1990-09-01,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,K-12,7-12,N,0,41.767783,-124.20745,Robert,Parker,rdparker@delnorte.k12.ca.us,,,,,,,2016-05-17
